path,class,height,width,mean,std,split
processed_dataset/train/Biliary_Leaks/1381_1381_image17478_seg0.png,Biliary_Leaks,224,224,87.87151227678571,65.58848544389957,train
processed_dataset/train/Biliary_Leaks/1381_1381_image17479_seg0.png,Biliary_Leaks,224,224,86.77977519132654,62.41203799240398,train
processed_dataset/train/Biliary_Leaks/37_37_image314_seg0.png,Biliary_Leaks,224,224,85.47833625637755,58.5132912639022,train
processed_dataset/train/Biliary_Leaks/730_730_image8519_seg0.png,Biliary_Leaks,224,224,99.03828523596938,69.09062294675418,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17934_seg0.png,Biliary_Leaks,224,224,88.47833625637755,66.50415823278338,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17935_seg0.png,Biliary_Leaks,224,224,95.07533482142857,72.01019411948849,train
processed_dataset/train/Biliary_Leaks/1326_1326_image16665_seg0.png,Biliary_Leaks,224,224,113.61200573979592,70.06297341177033,train
processed_dataset/train/Biliary_Leaks/730_730_image8512_seg0.png,Biliary_Leaks,224,224,99.07218590561224,69.27086413232412,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17900_seg0.png,Biliary_Leaks,224,224,95.34727758290816,69.97334953118451,train
processed_dataset/train/Biliary_Leaks/222_222_image2241_seg0.png,Biliary_Leaks,224,224,136.2990274234694,74.522891114573,train
processed_dataset/train/Biliary_Leaks/222_222_image2237_seg0.png,Biliary_Leaks,224,224,131.85512994260205,72.78593196032844,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17923_seg0.png,Biliary_Leaks,224,224,89.26452885841837,65.97848371904618,train
processed_dataset/train/Biliary_Leaks/1586_1586_image18984_section_1_seg0.png,Biliary_Leaks,224,224,133.0726243622449,44.729980468127295,train
processed_dataset/train/Biliary_Leaks/599_599_image6789_seg0.png,Biliary_Leaks,224,224,74.67390784438776,55.142676156859046,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17916_seg0.png,Biliary_Leaks,224,224,94.07172751913265,71.81950703432926,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17922_seg0.png,Biliary_Leaks,224,224,96.5882493622449,68.37771524845309,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17917_seg0.png,Biliary_Leaks,224,224,89.57154815051021,65.81552747165644,train
processed_dataset/train/Biliary_Leaks/225_225_image2309_seg0.png,Biliary_Leaks,224,224,81.03294403698979,64.57964897344627,train
processed_dataset/train/Biliary_Leaks/225_225_image2308_seg0.png,Biliary_Leaks,224,224,82.96247209821429,61.481219706294695,train
processed_dataset/train/Biliary_Leaks/1381_1381_image17480_seg0.png,Biliary_Leaks,224,224,87.70352359693878,65.25413666627813,train
processed_dataset/train/Biliary_Leaks/568_568_image6384_seg0.png,Biliary_Leaks,224,224,86.23170440051021,66.50200886895446,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17928_seg0.png,Biliary_Leaks,224,224,83.37195073341837,61.52969045741932,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17929_seg0.png,Biliary_Leaks,224,224,93.92651865433673,70.74257811237489,train
processed_dataset/train/Biliary_Leaks/72_72_image644_seg0.png,Biliary_Leaks,224,224,109.04290896045919,68.58213426371897,train
processed_dataset/train/Biliary_Leaks/730_730_image8508_seg0.png,Biliary_Leaks,224,224,97.52949617346938,69.60028265185493,train
processed_dataset/train/Biliary_Leaks/59_59_image527_seg0.png,Biliary_Leaks,224,224,87.13823341836735,62.08929104475597,train
processed_dataset/train/Biliary_Leaks/209_209_image2071_seg0.png,Biliary_Leaks,224,224,91.90058992346938,63.70600005659329,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17924_seg0.png,Biliary_Leaks,224,224,94.25785235969387,69.96576267113042,train
processed_dataset/train/Biliary_Leaks/209_209_image2070_seg0.png,Biliary_Leaks,224,224,90.33731265943878,65.28285138727237,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17925_seg0.png,Biliary_Leaks,224,224,84.39084422831633,65.86080662796255,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17911_seg0.png,Biliary_Leaks,224,224,95.59492586096938,71.03372197602448,train
processed_dataset/train/Biliary_Leaks/1262_1262_image15707_seg0.png,Biliary_Leaks,224,224,101.63845264668367,60.91663597715151,train
processed_dataset/train/Biliary_Leaks/730_730_image8502_seg0.png,Biliary_Leaks,224,224,89.66579639668367,66.37463499226091,train
processed_dataset/train/Biliary_Leaks/730_730_image8503_seg0.png,Biliary_Leaks,224,224,98.33338647959184,68.7910784499692,train
processed_dataset/train/Biliary_Leaks/209_209_image2066_seg0.png,Biliary_Leaks,224,224,91.60335618622449,63.018920705807,train
processed_dataset/train/Biliary_Leaks/209_209_image2067_seg0.png,Biliary_Leaks,224,224,94.22600446428571,65.0307995106344,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17897_seg0.png,Biliary_Leaks,224,224,95.65027104591837,70.09786073516025,train
processed_dataset/train/Biliary_Leaks/37_37_image312_seg0.png,Biliary_Leaks,224,224,86.52391581632654,59.88434745884766,train
processed_dataset/train/Biliary_Leaks/37_37_image313_seg0.png,Biliary_Leaks,224,224,85.49162946428571,58.4951363163103,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17896_seg0.png,Biliary_Leaks,224,224,83.66822783801021,66.99489449093231,train
processed_dataset/train/Biliary_Leaks/1326_1326_image16668_seg0.png,Biliary_Leaks,224,224,89.51733896683673,56.99767985900135,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17933_seg0.png,Biliary_Leaks,224,224,88.62866709183673,67.46066818183527,train
processed_dataset/train/Biliary_Leaks/773_773_image9258_seg0.png,Biliary_Leaks,224,224,79.76847496811224,55.507657806913045,train
processed_dataset/train/Biliary_Leaks/730_730_image8520_seg0.png,Biliary_Leaks,224,224,98.92908960459184,71.98960247101807,train
processed_dataset/train/Biliary_Leaks/1102_1102_image13302_seg0.png,Biliary_Leaks,224,224,103.38699776785714,70.86369571566794,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17932_seg0.png,Biliary_Leaks,224,224,94.09175701530613,71.65797474810205,train
processed_dataset/train/Biliary_Leaks/1381_1381_image17475_seg0.png,Biliary_Leaks,224,224,87.30446827168367,62.76393023275064,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17907_seg0.png,Biliary_Leaks,224,224,94.79559948979592,72.28566681797425,train
processed_dataset/train/Biliary_Leaks/1381_1381_image17474_seg0.png,Biliary_Leaks,224,224,87.3125996492347,62.99139064705072,train
processed_dataset/train/Biliary_Leaks/222_222_image2246_seg0.png,Biliary_Leaks,224,224,131.54966517857142,72.78307961867374,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17906_seg0.png,Biliary_Leaks,224,224,95.20603475765306,69.96937764229847,train
processed_dataset/train/Biliary_Leaks/1262_1262_image15710_seg0.png,Biliary_Leaks,224,224,100.5537109375,60.571997338931624,train
processed_dataset/train/Biliary_Leaks/599_599_image6793_seg0.png,Biliary_Leaks,224,224,81.81911670918367,58.47105338958462,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17938_seg0.png,Biliary_Leaks,224,224,82.92787388392857,60.93529332340035,train
processed_dataset/train/Biliary_Leaks/568_568_image6394_seg0.png,Biliary_Leaks,224,224,88.18401227678571,66.68617128268019,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17914_seg0.png,Biliary_Leaks,224,224,82.19702646683673,60.500964233945744,train
processed_dataset/train/Biliary_Leaks/730_730_image8506_seg0.png,Biliary_Leaks,224,224,98.65788424744898,71.46266948974214,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17915_seg0.png,Biliary_Leaks,224,224,94.78842474489795,69.99866125910582,train
processed_dataset/train/Biliary_Leaks/72_72_image647_seg0.png,Biliary_Leaks,224,224,106.77881855867346,66.81995030152353,train
processed_dataset/train/Biliary_Leaks/1487_1487_image18828_section_2_seg0.png,Biliary_Leaks,224,224,149.67416693239795,46.89803217214402,train
processed_dataset/train/Biliary_Leaks/59_59_image523_seg0.png,Biliary_Leaks,224,224,86.34086017219387,61.33684448583487,train
processed_dataset/train/Biliary_Leaks/730_730_image8497_seg0.png,Biliary_Leaks,224,224,97.6249003507653,69.59420078708567,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17920_seg0.png,Biliary_Leaks,224,224,82.24065290178571,60.80091035388129,train
processed_dataset/train/Biliary_Leaks/568_568_image6368_seg0.png,Biliary_Leaks,224,224,110.42159598214286,71.72969834380775,train
processed_dataset/train/Biliary_Leaks/568_568_image6375_seg0.png,Biliary_Leaks,224,224,111.18895487882654,72.27170269103368,train
processed_dataset/train/Biliary_Leaks/1586_1586_image18984_section_3_seg0.png,Biliary_Leaks,224,224,127.29488201530613,46.60586319006909,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17921_seg0.png,Biliary_Leaks,224,224,96.14030612244898,72.55271771610643,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17903_seg0.png,Biliary_Leaks,224,224,86.8032525510204,67.27342507916961,train
processed_dataset/train/Biliary_Leaks/209_209_image2069_seg0.png,Biliary_Leaks,224,224,92.56375558035714,64.4863483166656,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17902_seg0.png,Biliary_Leaks,224,224,82.54021843112245,61.77481079589077,train
processed_dataset/train/Biliary_Leaks/209_209_image2068_seg0.png,Biliary_Leaks,224,224,98.29131457270408,62.742054372930774,train
processed_dataset/train/Biliary_Leaks/222_222_image2242_seg0.png,Biliary_Leaks,224,224,133.89152184311226,73.37070678211836,train
processed_dataset/train/Biliary_Leaks/222_222_image2243_seg0.png,Biliary_Leaks,224,224,133.39626514668367,73.66359762485702,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17899_seg0.png,Biliary_Leaks,224,224,89.03796635841837,65.53681980658259,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17898_seg0.png,Biliary_Leaks,224,224,94.29368622448979,70.21452502772044,train
processed_dataset/train/Biliary_Leaks/37_37_image322_seg0.png,Biliary_Leaks,224,224,83.40062978316327,58.970487078056856,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17893_seg0.png,Biliary_Leaks,224,224,89.85961415816327,66.40804801319305,train
processed_dataset/train/Biliary_Leaks/599_599_image6796_seg0.png,Biliary_Leaks,224,224,79.58966438137755,57.66521824780142,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17892_seg0.png,Biliary_Leaks,224,224,90.58960459183673,69.73040015453087,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17909_seg0.png,Biliary_Leaks,224,224,83.50336814413265,63.35144419286289,train
processed_dataset/train/Biliary_Leaks/954_954_image11439_seg0.png,Biliary_Leaks,224,224,100.44389748086735,67.95735229784836,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17908_seg0.png,Biliary_Leaks,224,224,94.28190768494898,69.71764634273877,train
processed_dataset/train/Biliary_Leaks/37_37_image316_seg0.png,Biliary_Leaks,224,224,83.2366868622449,58.491197688265984,train
processed_dataset/train/Biliary_Leaks/37_37_image317_seg0.png,Biliary_Leaks,224,224,84.66731106505102,59.182843164687355,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17936_seg0.png,Biliary_Leaks,224,224,89.23718510841837,70.21038081182103,train
processed_dataset/train/Biliary_Leaks/954_954_image11435_seg0.png,Biliary_Leaks,224,224,97.88614078443878,67.45093178885595,train
processed_dataset/train/Biliary_Leaks/1381_1381_image17476_seg0.png,Biliary_Leaks,224,224,87.51715959821429,65.98820156698953,train
processed_dataset/train/Biliary_Leaks/954_954_image11434_seg0.png,Biliary_Leaks,224,224,95.9278340242347,66.84970698842302,train
processed_dataset/train/Biliary_Leaks/1102_1102_image13301_seg0.png,Biliary_Leaks,224,224,101.11212531887755,68.8853119917899,train
processed_dataset/train/Biliary_Leaks/1102_1102_image13300_seg0.png,Biliary_Leaks,224,224,99.85477120535714,68.50343609841632,train
processed_dataset/train/Biliary_Leaks/730_730_image8517_seg0.png,Biliary_Leaks,224,224,92.10212053571429,68.15776611129057,train
processed_dataset/train/Biliary_Leaks/730_730_image8516_seg0.png,Biliary_Leaks,224,224,98.4024433992347,68.83275261702963,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17904_seg0.png,Biliary_Leaks,224,224,90.96831154336735,67.6706185276383,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17905_seg0.png,Biliary_Leaks,224,224,83.01014429209184,60.95713803081956,train
processed_dataset/train/Biliary_Leaks/37_37_image325_seg0.png,Biliary_Leaks,224,224,89.12179129464286,61.78408930521418,train
processed_dataset/train/Biliary_Leaks/599_599_image6791_seg0.png,Biliary_Leaks,224,224,81.86912069515306,58.647822416615604,train
processed_dataset/train/Biliary_Leaks/37_37_image324_seg0.png,Biliary_Leaks,224,224,86.2818678252551,57.92254738186012,train
processed_dataset/train/Biliary_Leaks/568_568_image6397_seg0.png,Biliary_Leaks,224,224,91.86973852040816,68.56945806828698,train
processed_dataset/train/Biliary_Leaks/37_37_image311_seg0.png,Biliary_Leaks,224,224,87.10144292091837,60.177236045142315,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17894_seg0.png,Biliary_Leaks,224,224,81.9067681760204,63.90342929218656,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17931_seg0.png,Biliary_Leaks,224,224,85.39265784438776,65.29216218829679,train
processed_dataset/train/Biliary_Leaks/225_225_image2310_seg0.png,Biliary_Leaks,224,224,77.99180883290816,61.69318810512571,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17919_seg0.png,Biliary_Leaks,224,224,87.06544961734694,65.74783769933735,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17912_seg0.png,Biliary_Leaks,224,224,89.61605149872449,68.41805709863212,train
processed_dataset/train/Biliary_Leaks/222_222_image2238_seg0.png,Biliary_Leaks,224,224,131.0613639987245,72.77029110470485,train
processed_dataset/train/Biliary_Leaks/209_209_image2072_seg0.png,Biliary_Leaks,224,224,92.93911431760205,63.78404656109483,train
processed_dataset/train/Biliary_Leaks/209_209_image2073_seg0.png,Biliary_Leaks,224,224,93.6397480867347,64.08707220484159,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17926_seg0.png,Biliary_Leaks,224,224,81.7964166135204,61.51644970977528,train
processed_dataset/train/Biliary_Leaks/1411_1411_image17927_seg0.png,Biliary_Leaks,224,224,102.53742825255102,70.87614526586756,train
processed_dataset/train/Biliary_Leaks/225_225_image2307_seg0.png,Biliary_Leaks,224,224,81.56949537627551,61.37817662492785,train
processed_dataset/train/Lithiasis/943_943_image11214_seg0.png,Lithiasis,224,224,97.59695870535714,68.83895571185876,train
processed_dataset/train/Lithiasis/679_679_image7811_seg0.png,Lithiasis,224,224,85.31429368622449,61.0857572457981,train
processed_dataset/train/Lithiasis/887_887_image10520_seg0.png,Lithiasis,224,224,113.13484534438776,76.60422483885382,train
processed_dataset/train/Lithiasis/737_737_image8638_seg0.png,Lithiasis,224,224,77.7620774872449,56.31488917405945,train
processed_dataset/train/Lithiasis/1400_1400_image17742_seg0.png,Lithiasis,224,224,87.20629384566327,63.499419937178715,train
processed_dataset/train/Lithiasis/1474_1474_image18668_seg0.png,Lithiasis,224,224,84.6995774872449,64.12100760197794,train
processed_dataset/train/Lithiasis/1346_1346_image16906_seg0.png,Lithiasis,224,224,96.81212133290816,64.6818403487296,train
processed_dataset/train/Lithiasis/911_911_image10811_seg0.png,Lithiasis,224,224,105.45539700255102,73.76783258151312,train
processed_dataset/train/Lithiasis/83_83_image773_seg0.png,Lithiasis,224,224,108.20240752551021,70.36490484020182,train
processed_dataset/train/Lithiasis/919_919_image10912_seg0.png,Lithiasis,224,224,82.25298947704081,55.74839317566825,train
processed_dataset/train/Lithiasis/1238_1238_image15412_seg0.png,Lithiasis,224,224,103.29524075255102,65.87126175101699,train
processed_dataset/train/Lithiasis/633_633_image7190_seg0.png,Lithiasis,224,224,104.66356425382654,68.36881507386805,train
processed_dataset/train/Lithiasis/1225_1225_image15213_seg0.png,Lithiasis,224,224,76.58288823341837,57.84876745551623,train
processed_dataset/train/Lithiasis/959_959_image11486_seg0.png,Lithiasis,224,224,112.18614477040816,67.11166332991317,train
processed_dataset/train/Lithiasis/1214_1214_image14974_seg0.png,Lithiasis,224,224,103.51811623086735,67.90384605395725,train
processed_dataset/train/Lithiasis/992_992_image11887_seg0.png,Lithiasis,224,224,123.93953284438776,71.22443129862377,train
processed_dataset/train/Lithiasis/591_591_image6721_seg0.png,Lithiasis,224,224,77.5180963010204,58.30113167077263,train
processed_dataset/train/Lithiasis/68_68_image581_seg0.png,Lithiasis,224,224,78.68431122448979,59.06435004961319,train
processed_dataset/train/Lithiasis/679_679_image7815_seg0.png,Lithiasis,224,224,83.52917729591837,59.90928072129181,train
processed_dataset/train/Lithiasis/1518_1518_image18873_section_1_seg0.png,Lithiasis,224,224,139.11969866071428,41.02235885923714,train
processed_dataset/train/Lithiasis/917_917_image10901_seg0.png,Lithiasis,224,224,79.75723453443878,56.40145565756482,train
processed_dataset/train/Lithiasis/732_732_image8568_seg0.png,Lithiasis,224,224,84.29922672193878,60.073294314295254,train
processed_dataset/train/Lithiasis/1366_1366_image17271_seg0.png,Lithiasis,224,224,81.55705915178571,57.22877863685327,train
processed_dataset/train/Lithiasis/917_917_image10906_seg0.png,Lithiasis,224,224,78.21203364158163,55.83156747271747,train
processed_dataset/train/Lithiasis/919_919_image10913_seg0.png,Lithiasis,224,224,82.0567402742347,55.749271699729036,train
